pinyintone,pinyinnone,pinyinnum,traditional,simplified,MC,OC,datasource,sensorymod
kuāng~la,kuang~la,kuang1~la5,哐啦,哐啦,"NA","NA",Li,SOUND
lāng~dāng,lang~dang,lang1~dang1,啷當,啷当,NA~tang,NA~*tˤaŋ,Li,SOUND
láng~láng,lang~lang,lang2~lang2,瑯瑯,瑯瑯,"NA","NA",Li,SOUND
lì~lì,li~li,li4~li4,嚦嚦,呖呖,"NA","NA",Li,SOUND
líng~líng,ling~ling,ling2~ling2,泠泠,泠泠,"NA","NA",Li,SOUND
lìng~tái,ling~tai,ling4~tai2,令台,令台,leng~yi,*[r]ˤiŋ~*lə,Li,SOUND
mī~mī,mi~mi,mi1~mi1,咪咪,咪咪,"NA","NA",Li,SOUND
miāo~wū,miao~wu,miao1~wu1,喵嗚,喵呜,"NA","NA",Li,SOUND
nán~nán,nan~nan,nan2~nan2,喃喃,喃喃,"NA","NA",Li,SOUND
nóng~nóng,nong~nong,nong2~nong2,噥噥,哝哝,"NA","NA",Li,SOUND
ō~yí,o~yi,o1~yi2,噢咦,噢咦,"NA","NA",Li,SOUND
ōu~yǎ,ou~ya,ou1~ya3,嘔啞,呕哑,'uwX~'aeX,*qˤ(r)oʔ~*ʔˤraʔ,Li,SOUND
pā~la,pa~la,pa1~la5,啪啦,啪啦,"NA","NA",Li,SOUND
pēi~pēi,pei~pei,pei1~pei1,呸呸,呸呸,"NA","NA",Li,SOUND
hū~dū,hu~du,hu1~du1,忽嘟,忽嘟,xwot,*m̥ˤut,Li,SOUND
hū~la,hu~la,hu1~la5,呼啦,呼啦,xu,*qʰˤa,Li,SOUND
huā~huā,hua~hua,hua1~hua1,嘩嘩,哗哗,"NA","NA",Li,SOUND
huáng~huáng,huang~huang,huang2~huang2,鍠鍠,鍠鍠,"NA","NA",Li,SOUND
huò~huò,huo~huo,huo4~huo4,霍霍,霍霍,"NA","NA",Li,SOUND
jī~gē,ji~ge,ji1~ge1,咭咯,咭咯,"NA","NA",Li,SOUND
jī~nóng,ji~nong,ji1~nong2,唧噥,唧哝,"NA","NA",Li,SOUND
jīu~jī,jiu~ji,jiu1~ji1,啾唧,啾唧,"NA","NA",Li,SOUND
kā~bā,ka~ba,ka1~ba5,喀吧,喀吧,"NA","NA",Li,SOUND
kǎ~dā,ka~da,ka3~da1,咔噠,咔哒,"NA","NA",Li,SOUND
kǎi~wū,kai~wu,kai3~wu1,凱嗚,凯呜,khojX,*C.qʰˤəjʔ,Li,SOUND
kēng~jī,keng~ji,keng1~ji1,吭唧,吭唧,"NA","NA",Li,SOUND
kēng~kēng,keng~keng,keng1~keng1,鏗鏗,铿铿,"NA","NA",Li,SOUND
kuāng~dāng,kuang~dang,kuang1~dang1,哐當,哐当,NA~tang,NA~*tˤaŋ,Li,SOUND
kuāng~lāng,kuang~lang,kuang1~lang1,哐啷,哐啷,"NA","NA",Li,SOUND
lāng~dāng,lang~dang,lang1~dang1,鎯鐺,鎯铛,"NA","NA",Li,SOUND
láo~dāo,láo~dāo,láo~dāo,嘮叨,唠叨,"NA","NA",Li,SOUND
liè~liè,lie~lie,lie4~lie4,獵獵,猎猎,ljep~ljep,*r[a]p~*r[a]p,Li,SOUND
líng~líng,ling~ling,ling2~ling2,玲玲,玲玲,"NA","NA",Li,SOUND
lóng~lóng,long~long,long2~long2,隆隆,隆隆,ljuwng~ljuwng,*[r]uŋ~*[r]uŋ,Li,SOUND
mī~wū,mi~wu,mi1~wu1,咪嗚,咪呜,"NA","NA",Li,SOUND
miē~miē,mie~mie,mie1~mie1,咩咩,咩咩,"NA","NA",Li,SOUND
nāng~nāng,nang~nang,nang1~nang1,囔囔,囔囔,"NA","NA",Li,SOUND
ō~ō,o~o,o1~o1,哦哦,哦哦,"NA","NA",Li,SOUND
ōu~gā,ou~ga,ou1~ga1,嘔嘎,呕嘎,'uwX,*qˤ(r)oʔ,Li,SOUND
pā~chā,pa~cha,pa1~cha1,啪嚓,啪嚓,"NA","NA",Li,SOUND
pā~pā,pa~pa,pa1~pa1,啪啪,啪啪,"NA","NA",Li,SOUND
pēng~pàng,peng~pang,peng1~pang4,砰磅,砰磅,"NA","NA",Li,SOUND
péng~péng,peng~peng,peng2~peng2,朋朋,朋朋,bong~bong,*[b]ˤəŋ~*[b]ˤəŋ,Li,SOUND
péng~péng,peng~peng,peng2~peng2,蓬蓬,蓬蓬,"NA","NA",Li,SOUND
pī~yā,pi~ya,pi1~ya1,噼呀,噼呀,"NA","NA",Li,SOUND
pū~dǎ,pu~da,pu1~da3,扑打,扑打,"NA","NA",Li,SOUND
pū~dōng,pu~dong,pu1~dong1,噗咚,噗咚,"NA","NA",Li,SOUND
pū~léng,pu~leng,pu1~leng2,扑楞,扑楞,"NA","NA",Li,SOUND
pū~pū,pu~pu,pu1~pu1,噗噗,噗噗,"NA","NA",Li,SOUND
pū~tōng,pu~tong,pu1~tong1,扑通,扑通,NA~thuwng,NA~*l̥ˤoŋ,Li,SOUND
qìng~cāng,qing~cang,qing4~cang1,慶倉,庆仓,khjaengH~tshang,*[kʰ]raŋ-s~*[s.r̥]ˤaŋ,Li,SOUND
shā~dā,sha~da,sha1~da1,沙噠,沙哒,srae,*sˤraj,Li,SOUND
shā~shā,sha~sha,sha1~sha1,沙沙,沙沙,srae~srae,*sˤraj~*sˤraj,Li,SOUND
shuā~la,shua~la,shua1~la5,唰啦,唰啦,"NA","NA",Li,SOUND
sī~sī,si~si,si1~si1,噝噝,噝噝,"NA","NA",Li,SOUND
sī~sī,si~si,si1~si1,颸颸,颸颸,"NA","NA",Li,SOUND
sōu~sōu,sou~sou,sou1~sou1,颼颼,飕飕,"NA","NA",Li,SOUND
sū~sū,su~su,su1~su1,瀟瀟,潇潇,"NA","NA",Li,SOUND
tà~lā,tà~lā,tà~lā,趿拉,趿拉,NA~lop,NA~*[r]ˤəp,Li,SOUND
téng~téng,teng~teng,teng2~teng2,騰騰,腾腾,dong~dong,*lˤəŋ~*lˤəŋ,Li,SOUND
tī~téng,ti~teng,ti1~teng2,踢騰,踢腾,NA~dong,NA~*lˤəŋ,Li,SOUND
tuó~tuó,tuo~tuo,tuo2~tuo2,橐橐,橐橐,thak~thak,*tʰˤak~*tʰˤak,Li,SOUND
wā~wū,wa~wu,wa1~wu1,哇嗚,哇呜,"NA","NA",Li,SOUND
wū~wā,wu~wa,wu1~wa1,嗚哇,呜哇,"NA","NA",Li,SOUND
wú~nāng,wu~nang,wu2~nang1,唔囔,唔囔,"NA","NA",Li,SOUND
xī~lì,xi~li,xi1~li4,淅瀝,淅沥,"NA","NA",Li,SOUND
xū~xū,xu~xu,xu1~xu1,噓噓,嘘嘘,"NA","NA",Li,SOUND
yā~yā,ya~ya,ya1~ya1,呀呀,呀呀,"NA","NA",Li,SOUND
yín~yín,yin~yin,yin2~yin2,吟吟,吟吟,ngim~ngim,*m-qʰ(r)[ə]m~*m-qʰ(r)[ə]m,Li,SOUND
zhā~zhā,zha~zha,zha1~zha1,喳喳,喳喳,"NA","NA",Li,SOUND
pēng~pēng,peng~peng,peng1~peng1,怦怦,怦怦,"NA","NA",Li,SOUND
pī~pā,pi~pa,pi1~pa1,噼啪,噼啪,"NA","NA",Li,SOUND
pū~chī,pu~chi,pu1~chi1,噗嗤,噗嗤,"NA","NA",Li,SOUND
pū~de,pu~de,pu1~de5,扑的,扑的,NA~tek,NA~*[t-l]ˤewk,Li,SOUND
pū~jī,pu~ji,pu1~ji1,噗唧,噗唧,"NA","NA",Li,SOUND
pū~lù,pu~lu,pu1~lu4,扑鹿,扑鹿,NA~luwk,NA~*mə-rˤok,Li,SOUND
pū~sù,pu~su,pu1~su4,扑簌,扑簌,"NA","NA",Li,SOUND
qī~qī,qi~qi,qi1~qi1,戚戚,戚戚,tshek~tshek,*s.tʰˤiwk~*s.tʰˤiwk,Li,SOUND
qiū~lī,qiu~li,qiu1~li1,湫嘞,湫嘞,"NA","NA",Li,SOUND
shā~lā,sha~la,sha1~la1,沙拉,沙拉,srae~lop,*sˤraj~*[r]ˤəp,Li,SOUND
shà~shà,sha~sha,sha4~sha4,唼唼,唼唼,"NA","NA",Li,SOUND
shuā~shuā,shua~shua,shua1~shua1,唰唰,唰唰,"NA","NA",Li,SOUND
sī~sī,si~si,si1~si1,瑟瑟,瑟瑟,srit~srit,*[s.m]ri[t]~*[s.m]ri[t],Li,SOUND
sī~sī,si~si,si1~si1,嘶嘶,嘶嘶,sej~sej,*[s]ˤe~*[s]ˤe,Li,SOUND
sù~sù,su~su,su4~su4,簌簌,簌簌,"NA","NA",Li,SOUND
sù~sù,su~su,su4~su4,窣窣,窣窣,"NA","NA",Li,SOUND
tāng~lāng,tang~lang,tang1~lang1,嘡啷,嘡啷,"NA","NA",Li,SOUND
tī~dá,ti~da,ti1~da2,踢達,踢达,NA~dat,NA~*[l]ˤat,Li,SOUND
tū~tū,tu~tu,tu1~tu1,突突,突突,dwot~dwot,*m-tʰˤut~*m-tʰˤut,Li,SOUND
wā~hā,wa~ha,wa1~ha1,哇哈,哇哈,"NA","NA",Li,SOUND
wā~la,wa~la,wa1~la5,哇啦,哇啦,"NA","NA",Li,SOUND
wū~yā,wu~ya,wu1~ya1,嗚呀,呜呀,"NA","NA",Li,SOUND
wū~wū,wu~wu,wu1~wu1,嗚嗚,呜呜,"NA","NA",Li,SOUND
xī~xī,xi~xi,xi1~xi1,淅淅,淅淅,"NA","NA",Li,SOUND
xū~hū,xu~hu,xu1~hu1,噓呼,嘘呼,NA~xu,NA~*qʰˤa,Li,SOUND
yǎ~yǎ,ya~ya,ya3~ya3,啞啞,哑哑,'aeX~'aeX,*ʔˤraʔ~*ʔˤraʔ,Li,SOUND
yīng~yīng,ying~ying,ying1~ying1,嚶嚶,嘤嘤,"NA","NA",Li,SOUND
zé~zé,ze~ze,ze2~ze2,嘖嘖,啧啧,"NA","NA",Li,SOUND
pēng~pēng,peng~peng,peng1~peng1,嘭嘭,嘭嘭,"NA","NA",Li,SOUND
pī~pī,pi~pi,pi1~pi1,噼噼,噼噼,"NA","NA",Li,SOUND
pū~chī,pu~chi,pu1~chi1,扑嗤,扑嗤,"NA","NA",Li,SOUND
pū~dèng,pu~deng,pu1~deng4,扑蹬,扑蹬,"NA","NA",Li,SOUND
pū~la,pu~la,pu1~la5,噗啦,噗啦,"NA","NA",Li,SOUND
pū~pū,pu~pu,pu1~pu1,扑扑,扑扑,"NA","NA",Li,SOUND
pū~téng,pu~teng,pu1~teng2,扑騰,扑腾,NA~dong,NA~*lˤəŋ,Li,SOUND
qiāng~lāng,qiang~lang,qiang1~lang1,嗆啷,呛啷,"NA","NA",Li,SOUND
sà~sà,sa~sa,sa4~sa4,颯颯,飒飒,"NA","NA",Li,SOUND
shā~léng,sha~leng,sha1~leng2,沙楞,沙楞,srae,*sˤraj,Li,SOUND
shà~shà,sha~sha,sha4~sha4,霎霎,霎霎,"NA","NA",Li,SOUND
sī~shā,si~sha,si1~sha1,嘶沙,嘶沙,sej~srae,*[s]ˤe~*sˤraj,Li,SOUND
sī~sī,si~si,si1~si1,澌澌,澌澌,"NA","NA",Li,SOUND
sī~yǎ,si~ya,si1~ya3,嘶啞,嘶哑,sej~'aeX,*[s]ˤe~*ʔˤraʔ,Li,SOUND
sù~sù,su~su,su4~su4,肅肅,肃肃,sjuwk~sjuwk,*siwk~*siwk,Li,SOUND
tà~tà,ta~ta,ta4~ta4,嗒嗒,嗒嗒,"NA","NA",Li,SOUND
tāng~tāng,tang~tang,tang1~tang1,鏜鏜,镗镗,thang~thang,*tʰˤaŋ~*tʰˤaŋ,Li,SOUND
tī~dèng,ti~deng,ti1~deng4,踢蹬,踢蹬,"NA","NA",Li,SOUND
tūn~tūn,tun~tun,tun1~tun1,吞吞,吞吞,then~then,*l̥ˤən~*l̥ˤən,Li,SOUND
wā~wā,wa~wa,wa1~wa1,哇哇,哇哇,"NA","NA",Li,SOUND
wū~hā,wu~ha,wu1~ha1,嗚哈,呜哈,"NA","NA",Li,SOUND
wēng~wēng,weng~weng,weng1~weng1,嗡嗡,嗡嗡,"NA","NA",Li,SOUND
xī~xī,xi~xi,xi1~xi1,嘻嘻,嘻嘻,"NA","NA",Li,SOUND
xī~sù,xi~su,xi1~su4,窸窣,窸窣,"NA","NA",Li,SOUND
xū~xū,xu~xu,xu1~xu1,吁吁,吁吁,xju~xju,*qʷʰ(r)a~*qʷʰ(r)a,Li,SOUND
yà~yà,ya~ya,ya4~ya4,軋軋,轧轧,'eat~'eat,*qˤrət~*qˤrət,Li,SOUND
yū~yū,yu~yu,yu1~yu1,喁喁,喁喁,"NA","NA",Li,SOUND
zhēng~cōng,zheng~cong,zheng1~cong1,錚鏦,铮鏦,"NA","NA",Li,SOUND
zhēng~huáng,zheng~huang,zheng1~huang2,錚鍠,铮鍠,"NA","NA",Li,SOUND
zhī~wēng,zhi~weng,zhi1~weng1,吱嗡,吱嗡,"NA","NA",Li,SOUND
zī~gū,zi~gu,zi1~gu1,嗞咕,嗞咕,"NA","NA",Li,SOUND
zī~līu,zi~liu,zi1~liu1,嗞溜,嗞溜,"NA","NA",Li,SOUND
zhēng~zhēng,zheng~zheng,zheng1~zheng1,錚錚,铮铮,"NA","NA",Li,SOUND
zhī~yā,zhi~ya,zhi1~ya1,吱呀,吱呀,"NA","NA",Li,SOUND
zī~lǎ,zi~la,zi1~la3,嗞喇,嗞喇,"NA","NA",Li,SOUND
zī~lou,zi~lou,zi1~lou5,嗞嘍,嗞喽,"NA","NA",Li,SOUND
zhī~liǎo,zhi~liao,zhi1~liao3,知了,知了,trje,*tre,Li,SOUND
zhī~zhī,zhi~zhi,zhi1~zhi1,吱吱,吱吱,"NA","NA",Li,SOUND
zī~zī,zi~zi,zi1~zi1,嗞嗞,嗞嗞,"NA","NA",Li,SOUND
bǐr~cā,bir~ca,bir3~ca1,吡兒嚓,吡儿嚓,NA~nye,NA~*ŋe,Li,SOUND
dī~līur,di~liur,di1~liur1,滴溜兒,滴溜儿,NA~NA~nye,NA~NA~*ŋe,Li,SOUND
jī~gēr,ji~ger,ji1~ger1,咭咯兒,咭咯儿,NA~NA~nye,NA~NA~*ŋe,Li,SOUND
pū~téngr,pu~tengr,pu1~tengr2,扑騰兒,扑腾儿,NA~dong~nye,NA~*lˤəŋ~*ŋe,Li,SOUND
bār~bār,bar~bar,bar5~bar5,吧兒吧兒,吧儿吧儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,Li,SOUND
hēngr~hār,hengr~har,hengr1~har1,哼兒哈兒,哼儿哈儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,Li,SOUND
hūir~hūir,huir~huir,huir1~huir1,咴兒咴兒,咴儿咴儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,Li,SOUND
sōur~sōur,sour~sour,sour1~sour1,颼兒颼兒,飕儿飕儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,Li,SOUND
wēngr~wēngr,wengr~wengr,wengr1~wengr1,嗡兒嗡兒,嗡儿嗡儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,Li,SOUND
āi~āi~āi,ai~ai~ai,ai1~ai1~ai1,唉唉唉,唉唉唉,"NA","NA",Li,SOUND
bǔ~bǔ~bǔ,bu~bu~bu,bu3~bu3~bu3,卜卜卜,卜卜卜,puwk~puwk~puwk,*pˤok~*pˤok~*pˤok,Li,SOUND
gǔ~bù~gǔ,gu~bu~gu,gu3~bu4~gu3,谷布谷,谷布谷,kuwk~puH~kuwk,*C.qˤok~*pˤa-s~*C.qˤok,Li,SOUND
chēng~chēng~chēng,cheng~cheng~cheng,cheng1~cheng1~cheng1,噌噌噌,噌噌噌,"NA","NA",Li,SOUND
zhā~la~la,zha~la~la,zha1~la5~la5,喳啦啦,喳啦啦,"NA","NA",Li,SOUND
tà~tà~tà,ta~ta~ta,ta4~ta4~ta4,嗒嗒嗒,嗒嗒嗒,"NA","NA",Li,SOUND
dēng~dēng~dēng,deng~deng~deng,deng1~deng1~deng1,噔噔噔,噔噔噔,"NA","NA",Li,SOUND
dí~lì~lì,di~li~li,di2~li4~li4,嘀嚦嚦,嘀呖呖,"NA","NA",Li,SOUND
dīng~dāng~dāng,ding~dang~dang,ding1~dang1~dang1,叮當當,叮当当,NA~tang~tang,NA~*tˤaŋ~*tˤaŋ,Li,SOUND
dīng~dīng~dīng,ding~ding~ding,ding1~ding1~ding1,丁丁丁,丁丁丁,teng~teng~teng,*tˤeŋ~*tˤeŋ~*tˤeŋ,Li,SOUND
dīng~líng~líng,ding~ling~ling,ding1~ling2~ling2,叮鈴鈴,叮铃铃,"NA","NA",Li,SOUND
dōng~dōng~dōng,dong~dong~dong,dong1~dong1~dong1,咚咚咚,咚咚咚,"NA","NA",Li,SOUND
dū~chēng~chēng,du~cheng~cheng,du1~cheng1~cheng1,嘟噌噌,嘟噌噌,"NA","NA",Li,SOUND
gā~zhā~zhā,ga~zha~zha,ga1~zha1~zha1,嘎喳喳,嘎喳喳,"NA","NA",Li,SOUND
gā~gā~gā,ga~ga~ga,ga1~ga1~ga1,嘎嘎嘎,嘎嘎嘎,"NA","NA",Li,SOUND
gā~bēng~bēng,ga~beng~beng,ga1~beng1~beng1,嘎嘣嘣,嘎嘣嘣,"NA","NA",Li,SOUND
gē~zhā~zhā,ge~zha~zha,ge1~zha1~zha1,咯喳喳,咯喳喳,"NA","NA",Li,SOUND
gē~dū~lū,ge~du~lu,ge1~du1~lu1,咯嘟嚕,咯嘟噜,"NA","NA",Li,SOUND
bēng~dēng~cāng,beng~deng~cang,beng1~deng1~cang1,崩登倉,崩登仓,pong~tong~tshang,*Cə.pˤəŋ~*k-tˤəŋ~*[s.r̥]ˤaŋ,Li,SOUND
bù~gǔ~bù,bu~gu~bu,bu4~gu3~bu4,布谷布,布谷布,puH~kuwk~puH,*pˤa-s~*C.qˤok~*pˤa-s,Li,SOUND
cāng~cāng~cāng,cang~cang~cang,cang1~cang1~cang1,倉倉倉,仓仓仓,tshang~tshang~tshang,*[s.r̥]ˤaŋ~*[s.r̥]ˤaŋ~*[s.r̥]ˤaŋ,Li,SOUND
zhā~zhā~zhā,zha~zha~zha,zha1~zha1~zha1,喳喳喳,喳喳喳,"NA","NA",Li,SOUND
chī~chī~chī,chi~chi~chi,chi1~chi1~chi1,嗤嗤嗤,嗤嗤嗤,"NA","NA",Li,SOUND
tāo~tāo~tāo,tao~tao~tao,tao1~tao1~tao1,叨叨叨,叨叨叨,"NA","NA",Li,SOUND
dé~dé~dé,de~de~de,de2~de2~de2,得得得,得得得,tok~tok~tok,*tˤək~*tˤək~*tˤək,Li,SOUND
dī~līu~līu,di~liu~liu,di1~liu1~liu1,滴溜溜,滴溜溜,"NA","NA",Li,SOUND
dīng~dīng~dāng,ding~ding~dang,ding1~ding1~dang1,叮叮當,叮叮当,NA~NA~tang,NA~NA~*tˤaŋ,Li,SOUND
dīng~dīng~dōng,ding~ding~dong,ding1~ding1~dong1,叮叮咚,叮叮咚,"NA","NA",Li,SOUND
dīng~líng~líng,ding~ling~ling,ding1~ling2~ling2,丁零零,丁零零,teng~leng~leng,*tˤeŋ~*[r]ˤiŋ~*[r]ˤiŋ,Li,SOUND
dōng~dōng~qiāng,dong~dong~qiang,dong1~dong1~qiang1,咚咚嗆,咚咚呛,"NA","NA",Li,SOUND
dōng~dōng~qiāng,dong~dong~qiang,dong1~dong1~qiang1,咚咚鏘,咚咚锵,"NA","NA",Li,SOUND
dǔ~dǔ~dǔ,du~du~du,du3~du3~du3,篤篤篤,笃笃笃,towk~towk~towk,*tˤuk~*tˤuk~*tˤuk,Li,SOUND
gā~dēng~dēng,ga~deng~deng,ga1~deng1~deng1,嘎噔噔,嘎噔噔,"NA","NA",Li,SOUND
gā~la~la,ga~la~la,ga1~la5~la5,嘎啦啦,嘎啦啦,"NA","NA",Li,SOUND
gē~bēng~bēng,ge~beng~beng,ge1~beng1~beng1,咯嘣嘣,咯嘣嘣,"NA","NA",Li,SOUND
gé~dēng~dēng,ge~deng~deng,ge2~deng1~deng1,格登登,格登登,kaek~tong~tong,*kˤrak~*k-tˤəŋ~*k-tˤəŋ,Li,SOUND
gē~gē~gē,ge~ge~ge,ge1~ge1~ge1,咯咯咯,咯咯咯,"NA","NA",Li,SOUND
gé~gé~gé,ge~ge~ge,ge2~ge2~ge2,格格格,格格格,kaek~kaek~kaek,*kˤrak~*kˤrak~*kˤrak,Li,SOUND
gē~zhī~zhī,ge~zhi~zhi,ge1~zhi1~zhi1,咯吱吱,咯吱吱,"NA","NA",Li,SOUND
gū~dōng~dōng,gu~dong~dong,gu1~dong1~dong1,咕咚咚,咕咚咚,"NA","NA",Li,SOUND
gū~gū~gū,gu~gu~gu,gu1~gu1~gu1,咕咕咕,咕咕咕,"NA","NA",Li,SOUND
gū~lū~lū,gu~lu~lu,gu1~lu1~lu1,咕嚕嚕,咕噜噜,"NA","NA",Li,SOUND
gū~gū~gū,gu~gu~gu,gu1~gu1~gu1,呱呱呱,呱呱呱,ku~ku~ku,*kʷˤa~*kʷˤa~*kʷˤa,Li,SOUND
hē~hē~hē,he~he~he,he1~he1~he1,嗬嗬嗬,嗬嗬嗬,"NA","NA",Li,SOUND
hōng~lóng~lóng,hong~long~long,hong1~long2~long2,轟隆隆,轰隆隆,NA~ljuwng~ljuwng,NA~*[r]uŋ~*[r]uŋ,Li,SOUND
hū~lā~lā,hu~la~la,hu1~la1~la1,忽拉拉,忽拉拉,xwot~lop~lop,*m̥ˤut~*[r]ˤəp~*[r]ˤəp,Li,SOUND
hū~là~là,hu~la~la,hu1~la4~la4,忽剌剌,忽剌剌,xwot~lat~lat,*m̥ˤut~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Li,SOUND
hū~lū~lū,hu~lu~lu,hu1~lu1~lu1,呼嚕嚕,呼噜噜,xu,*qʰˤa,Li,SOUND
huā~la~la,hua~la~la,hua1~la5~la5,嘩啦啦,哗啦啦,"NA","NA",Li,SOUND
hūi~ōu~ōu,hui~ou~ou,hui1~ou1~ou1,咴嘔嘔,咴呕呕,NA~'uwX~'uwX,NA~*qˤ(r)oʔ~*qˤ(r)oʔ,Li,SOUND
jī~gū~jī,ji~gu~ji,ji1~gu1~ji1,唧咕唧,唧咕唧,"NA","NA",Li,SOUND
jī~jī~jī,ji~ji~ji,ji1~ji1~ji1,嘰嘰嘰,叽叽叽,"NA","NA",Li,SOUND
kǎ~cā~cā,ka~ca~ca,ka3~ca1~ca1,咔嚓嚓,咔嚓嚓,"NA","NA",Li,SOUND
kè~dīng~dāng,ke~ding~dang,ke4~ding1~dang1,克丁當,克丁当,khok~teng~tang,*kʰˤək~*tˤeŋ~*tˤaŋ,Li,SOUND
kuāng~lāng~lāng,kuang~lang~lang,kuang1~lang1~lang1,哐啷啷,哐啷啷,"NA","NA",Li,SOUND
miāo~miāo~wū,miao~miao~wu,miao1~miao1~wu1,喵喵嗚,喵喵呜,"NA","NA",Li,SOUND
pēng~a~bàng,peng~a~bang,peng1~a5~bang4,砰啊磅,砰啊磅,"NA","NA",Li,SOUND
pēng~pēng~pēng,peng~peng~peng,peng1~peng1~peng1,嘭嘭嘭,嘭嘭嘭,"NA","NA",Li,SOUND
pī~pī~pā,pi~pi~pa,pi1~pi1~pa1,噼噼啪,噼噼啪,"NA","NA",Li,SOUND
pī~yā~jī,pi~ya~ji,pi1~ya1~ji1,噼呀嘰,噼呀叽,"NA","NA",Li,SOUND
pū~dōng~dōng,pu~dong~dong,pu1~dong1~dong1,噗咚咚,噗咚咚,"NA","NA",Li,SOUND
pū~léng~léng,pu~leng~leng,pu1~leng2~leng2,扑棱棱,扑棱棱,"NA","NA",Li,SOUND
pū~sù~sù,pu~su~su,pu1~su4~su4,扑簌簌,扑簌簌,"NA","NA",Li,SOUND
sà~sà~sà,sa~sa~sa,sa4~sa4~sa4,薩薩薩,萨萨萨,"NA","NA",Li,SOUND
gé~lǐn~lǐn,ge~lin~lin,ge2~lin3~lin3,格凜凜,格凛凛,kaek~limX~limX,*kˤrak~*[r][ə]mʔ~*[r][ə]mʔ,Li,SOUND
gé~zhī~zhī,ge~zhi~zhi,ge2~zhi1~zhi1,格支支,格支支,kaek~tsye~tsye,*kˤrak~*ke~*ke,Li,SOUND
gū~dū~dū,gu~du~du,gu1~du1~du1,咕嘟嘟,咕嘟嘟,"NA","NA",Li,SOUND
gū~gū~gū,gu~gu~gu,gu1~gu1~gu1,呱呱呱,呱呱呱,ku~ku~ku,*kʷˤa~*kʷˤa~*kʷˤa,Li,SOUND
gǔ~līu~līu,gu~liu~liu,gu3~liu1~liu1,骨溜溜,骨溜溜,kwot,*kˤut,Li,SOUND
guā~lǎ~lǎ,gua~la~la,gua1~la3~la3,刮喇喇,刮喇喇,kwaet,*[kʷˤ]r[a]t,Li,SOUND
hēi~hēi~hēi,hei~hei~hei,hei1~hei1~hei1,嘿嘿嘿,嘿嘿嘿,"NA","NA",Li,SOUND
gǔ~lóng~dōng,gu~long~dong,gu3~long2~dong1,鼓隆冬,鼓隆冬,kuX~ljuwng~towng,*[k]ˤaʔ~*[r]uŋ~*tˤuŋ,Li,SOUND
hū~la~la,hu~la~la,hu1~la5~la5,呼啦啦,呼啦啦,xu,*qʰˤa,Li,SOUND
hū~lǎ~lǎ,hu~la~la,hu1~la3~la3,忽喇喇,忽喇喇,xwot,*m̥ˤut,Li,SOUND
hū~lóng~lóng,hu~long~long,hu1~long2~long2,忽隆隆,忽隆隆,xwot~ljuwng~ljuwng,*m̥ˤut~*[r]uŋ~*[r]uŋ,Li,SOUND
huā~huā~huā,hua~hua~hua,hua1~hua1~hua1,嘩嘩嘩,哗哗哗,"NA","NA",Li,SOUND
huā~lāng~lāng,hua~lang~lang,hua1~lang1~lang1,嘩啷啷,哗啷啷,"NA","NA",Li,SOUND
jī~zhā~zhā,ji~zha~zha,ji1~zha1~zha1,嘰喳喳,叽喳喳,"NA","NA",Li,SOUND
jī~jī~jī,ji~ji~ji,ji1~ji1~ji1,唧唧唧,唧唧唧,"NA","NA",Li,SOUND
kā~kā~kā,ka~ka~ka,ka1~ka1~ka1,喀喀喀,喀喀喀,"NA","NA",Li,SOUND
hē~hē~hē,he~he~he,he1~he1~he1,呵呵呵,呵呵呵,xa~xa~xa,*qʰˤaj~*qʰˤaj~*qʰˤaj,Li,SOUND
kuāng~dāng~dāng,kuang~dang~dang,kuang1~dang1~dang1,哐當當,哐当当,NA~tang~tang,NA~*tˤaŋ~*tˤaŋ,Li,SOUND
líng~líng~líng,ling~ling~ling,ling2~ling2~ling2,鈴鈴鈴,铃铃铃,"NA","NA",Li,SOUND
pā~pā~pā,pa~pa~pa,pa1~pa1~pa1,啪啪啪,啪啪啪,"NA","NA",Li,SOUND
pēng~pēng~pēng,peng~peng~peng,peng1~peng1~peng1,砰砰砰,砰砰砰,"NA","NA",Li,SOUND
pī~lī~bā,pi~li~ba,pi1~li1~ba1,噼哩叭,噼哩叭,"NA","NA",Li,SOUND
pī~pī~pī,pi~pi~pi,pi1~pi1~pi1,噼噼噼,噼噼噼,"NA","NA",Li,SOUND
pī~yā~tà,pi~ya~ta,pi1~ya1~ta4,噼呀嗒,噼呀嗒,"NA","NA",Li,SOUND
pū~la~la,pu~la~la,pu1~la5~la5,扑啦啦,扑啦啦,"NA","NA",Li,SOUND
pū~lū~lū,pu~lu~lu,pu1~lu1~lu1,噗嚕嚕,噗噜噜,"NA","NA",Li,SOUND
sà~là~là,sa~la~la,sa4~la4~la4,颯剌剌,飒剌剌,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Li,SOUND
